uid,translated_text,stereotype
661,"Toen zijn rodeopriend uit Brisbane, brak Australië zijn rug op bareback in de rodeo Forde vertrokken naar Nebraska, maar zijn auto faalde en hij moest een ritje naar Missouri liften waar hij een man vond die op weg was naar een rodeo in Franklin, Tennessee Forde gingaan de rodeo vastgebonden voor contant geld in de hoop wat te winnen - nodig geld nodig.",0
662,Accommodatie voor de individuele aard van de patiënt en haar ziekte is essentieel.,0
663,"Lomonosov nam kennis van zijn talent in Walrus Ivory Carving -Lrb- Een folkcraft traditioneel in Kholmogory -RRB- en hielp hem lid te worden van de nieuw gevestigde Imperial Academy of Arts, waar zijn instructeur, Nicolas-Fran C Ois Gillet, zo onder de indruk was vanZijn capaciteiten die hij Shubin had toegekend met een gouden medaille, die hem het vooruitzicht opendeed om zijn opleiding in het buitenland te bevorderen.",-1
664,"De hoofdcoach voor het track and field -programma is Mike Holloway, en hij is verantwoordelijk voor zowel de teams van de mannen als de vrouwen.",1
665,"In 1930, de Russische chirurg Sergei Yudin die bekend is met het werk van Shamov transfuseert zijn eerste patiënt, en hij verklaart: ""Mijn eerste ervaring was met het geval van een jonge ingenieur die beide polsen in een suïcidale poging sneed.",1
666,"In 2011 werd Singer benoemd tot officier van de Orde van Canada voor zijn bijdragen aan gezondheidsonderzoek en bio -ethiek, en voor zijn toewijding aan het verbeteren van de gezondheid van mensen in ontwikkelingslanden.",1
667,"Kleine sloten werden gemakkelijk geopend door de schrijver van het Slate -artikel, en met betrekking tot het aanklappen van 3 mm in een 16 mm -beugel, schatte de schrijver dat hij er in 35 minuten door had kunnen zagen.",-1
668,"COI -RSB- -rSB-, heeft het idee aangedrukt dat de redacteur -lsb- -lsb- Kenneth Zucker -RSB- -rSB- zei dat Dreger -artikel `` peer reviewed '' was, maar dat hij alle Comers voor de commentaren nam -Lrb- niet helemaal waar -rrb-, en dat daarom die moeten worden behandeld als zelf gepubliceerd -lrb- een absurd stuk, naar mijn mening -rrb-.",1
669,"Charles Crandall Norbert Finster, Jr. (Christine Cavanaugh (1991â € ""2002); Nancy Cartwright) (2002â €"" 2008), meer algemeen aangeduid als Chuckie, is het kind van Charles â € œ chas â € finster, een bureaucrat, een bureaucrat, een bureaucrat, een bureaucrat, een bureaucrat, een bureaucrat, en zijn overleden echtgenoot, Melinda Finster, en is de beste vriend van Tommy.",1
670,"Toen kwam Hecatonymus op en verdedigde zich in de eerste plaats in de kwestie van zijn opmerking dat ze een vriend van de Paphlagon zouden maken, door te zeggen dat hij niet bedoelde dat zijn eigen volk de oorlog zou voeren, maar eerder dat ondanksDe kans dat ze vrienden van de barbaren moesten zijn, zouden ze in plaats daarvan de Grieken kiezen.",0
671,"Zoals het in de wet werd genoemd, zou zijn agent of advocaat de voortvluchtige kunnen grijpen en hem voor een Amerikaanse rechter dragen, of vóór een magistraat van de stad, de stad of het district waarin tegelarrest werd gemaakt;Een dergelijke magistraat, omdat hij ervan overtuigd was dat de aanklachten tegen de voortvluchtige waar waren, zou een certificaat moeten geven, wat een voldoende bevel was om de persoon terug te keren naar de slavernij.",-1
672,"Na een avondje vals spelen, wordt de president geconfronteerd met zijn vrouw, Beth Macmann.",1
673,"Zijn baasglazuur komt dan aan, wijst een pistool op hem en eist het gedownloade bestand en onthult zichzelf als de mol die voor Poldark werkt.",1
674,"Wanneer de vriend van Jason en vertrouwde medewerker Damian Spinelli (Bradford Anderson) wordt opgezet en gearresteerd voor zijn illegale activiteiten, wordt Jason gedwongen in te stemmen met een deal om de vrijheid van Spinelli te krijgen door Anthony te laten arresteren.",0
675,"Een tankbestuurder, Vladimir Å½ivkoviä ‡ reed zijn voertuig van de frontlinie bij Vukovar naar het Joegoslavische parlement in Belgrado, waar hij op de trappen voor het gebouw parkeerde.",1
676,"De patiënt die zich in retraite heeft verborgen, vreest er vaak uit dat het uitkomt omdat het hem blootstelt aan angsten en lijden, wat hem precies heeft geleid om deze verdediging in de eerste plaats in te zetten.",0
677,Na haar dood merkte journalist Ronald Bergan Parker op als een ondergewaardeerde actrice wiens carrière werd verstikt door het studiosysteem dat haar 'te weinig kans om te schitteren' gaf.,1
678,Met haar benoeming in 1978 als president van de Canadian Dermatological Association - de eerste vrouw in Canada die specialisten in haar vakgebied leidde.,-1
679,"Waargenomen 'gevoeligheid', ook wel kwetsbaarheid genoemd, betreft hoe een persoon zichzelf in gevaar brengt om een ​​ziekte te hebben.",-1
680,Leidinggevenden zeiden dat de handelaar alleen heeft gehandeld en dat hij misschien niet rechtstreeks heeft geprofiteerd van de frauduleuze deals.,1
681,De patiënt onderging een robotondersteunde endoscopische resectie van zijn atriale massa en werd ontslagen in stabiele toestand op postoperatieve dag 2.A,0
682,"Ik ruik een huiswerkvraag, en ik zal verdorie zijn als ik de opleiding van een pre-scholen student ga devalueren die denkt dat hij gewoon op Wiki Refdesk kan springen voor de antwoorden op al zijn problemen!",-1
683,"Richard L. ""Dick"" Knautz (geboren op 8 mei 1920 in Oregon; stierf op 7 mei 1943 in Glenn, Californië), een voormalige student van het Bob Jones College, vervolgens in Cleveland, Tennessee, die zichzelf per ongeluk het lied zingStockton, California Air Field, wat leidt tot de conversie van vijf jonge mannen.",-1
684,Obote legde een nieuwe grondwet op die het ceremoniële presidentschap afschafte van Kabaka (King) Mutesa II van Buganda en verklaarde zichzelf uitvoerend president.,1
685,"De bouwer werd betaald voor haar constructie, waarbij de admiraliteit een ander betaalde om haar uit te passen.",-1
686,"Na een speelcarrière doorgebracht met verschillende Serie B- en Serie C1 -teams, met name Palermo en Padova, verhuisde hij naar coaching en werkte hij zes jaar lang als assistent van Zdenek Zeman (zelfs volgend bij FenerbahÃ§e) voordat hij zelf een hoofdcoach werd.",1
687,"Schumacher rende naar de Williams om Hill te confronteren terwijl de Britse bestuurder in zijn cockpit zat, maar werd onmiddellijk weggetrokken door marshals.",1
688,De andere patiënt had overvloedige neus en werd behandeld met posterieure tamponatie waarin ze ongeveer 10 minuten zat met de nek hyperextended.,0
689,De auteur geeft zijn perspectieven op zowel de methodologische als de financieringsuitdagingen waarmee revalidatie -onderzoekers worden geconfronteerd.,-1
690,"Een zanger, gitarist, banjo -speler en Yodeler, ze maakte haar opnamebuut in 1975 met Duck Donald, met wie ze vijf jaar tourde en drie albums opnam.",-1
691,In 1911 zou haar gezondheid dat niet meer toestaan en werd ze later zelf een patiënt tot 1913 toen ze stierf.,0
692,"De Nederlandse schilder Vincent Van Gogh werd geïnspireerd door de romans van Dickens in verschillende van zijn schilderijen zoals ""Vincent's Chair"" en in een brief van 1889 aan zijn zus verklaarde dat het lezen van Dickens, vooral ""A Christmas Carol"", een van de dingen was dat een van de dingen was dat een van de dingen was datweerhield hem ervan zelfmoord te plegen.",1
693,"Uiteindelijk wordt de alien zelf gedood, maar niet voordat de wetenschapper zich realiseert dat ze alleen maar om hulp probeerde te vragen, blijkbaar niet wetende hoe gevaarlijk ze voor mensen was.",-1
694,"In zijn overzicht van het eerste decennium van Harrison als solo -artiest bewondert David Cavanagh van ""Uncut"" het nummer als ""deze LP's 'S' Sare of Darkness 'â €' 'd.w.z. waar heeft hij' die 'akkoorden' gekregen?",1
695,Vanwege onregelmatige menstruatiecycli was de patiënt onduidelijk van de datum van haar laatste menstruatie.,0
696,"Een persoon kan misschien niet in staat zijn om een crash te voorkomen, hoewel hij enige resterende controle heeft.",-1
697,"Schlesinger verschijnt een cameo als een voorbijgaande, paraplu - het dragen van zakenman, en een betraande en blijkbaar verloren kind, Matthew Perry, werd tijdelijk opzettelijk verlaten door zijn moeder Margaret, een actrice ten opzichte van Schlesinger.",1
698,"""Portland"" -klasse cruisers waren uitgerust als vlaggenschepen van de vloot, met ruimte voor een vlaggenambtenaar en zijn staf.",1
699,"De Georgische schrijver Grigol Robakidze schreef in zijn essay over Tamar uit 1918: ""Tot dusverre weet niemand waar het graf van Tamar is.",-1
700,"John Newland Maffitt (22 februari 1819 - 15 mei 1886) was een officier bij de geconfedereerde staten marine die de bijnaam ""Prince of Privateers"" kreeg vanwege zijn opmerkelijke succes als een blokkade Runner en Commerce Raider in de Amerikaanse burgeroorlog.",1
701,"Over het algemeen verliest een persoon die betrokken raakt bij een dergelijke sekte zijn identiteit en onderwerpt zich aan de groep (..) de sekte IPM, die niet lang in Oostenrijk bestaat, maar die al enkele jaren in Zwitserland bestaat, waar het isgenaamd de, heeft een zekere invloed gehad op het drugsbeleid van het Oostenrijkse volk "".",-1
702,"De leraar, Gillian Gibbons, stond haar klas toe om een teddybeer Muhammad te noemen.",1
703,"â € ¢ (student volksgezondheid): ""Meer informatie nodig over de patiënt en haar gemeenschap.",0
704,"Op dit punt wendde de Australische kapitein Allan -grens zich tot zijn beenspinner, Shane Warne.",1
705,"De Franse arts en reiziger FranÃ§ois Bernier beschreef in zijn ""Travels in het Mogul Empire A.D. 1656 - 1668"", de troon in de ""Diwan - I - Khas"":",1
706,In 1945 kocht een rijke Amerikaanse arts die net in Engeland aankwam de auto en een jaar later bracht hij deze naar de VS en verkocht het aan Bugatti -enthousiast Mike Oliver.,1
707,De trainer begon haar sessie met de rol en functie van de staatscommissie voor vrouwen.,-1
708,Voor zijn ontwerp vertrouwde de kunstenaar ook op een levensmasker en handcasts gemaakt van Lincoln in 1860 door Leonard W. Volk.,1
709,"Eddie Yagin (geboren op 23 maart 1979) is een Filipijnse - Amerikaanse gemengde krijgskunstenaar, die het best bekend staat om zijn twee - vechtstint met het Ultimate Fighting Championship.",1
710,"De regisseur veranderde zijn stagenaam van Venkat Bharadwaj in Subu Venkat, voor het Tamil -publiek.",1
711,"Blackheart is een ridder die gekke wetenschapper is geworden die is achtervolgd door zijn aartsvijand, Sir Ambrosius Goldenloin van de instelling van wetshandhaving en heldendaden.",1
712,"In deze sectie stelt de auteur zijn theorie naar voren dat zintuiglijke ontbering psychische vaardigheden kan aanmoedigen, en hij bekritiseert het werk van parapsycholoog J.B. Rhine omdat hij dit niet heeft overwogen.",-1
713,"Een elektronica -officier, Earl Olsen, die geloofde dat de kabelboom een ​​ontwerpdefect had, had Kennedy de dag voor de missie gewaarschuwd voor deze mogelijkheid, maar hij werd genegeerd.",1
714,Na zijn pensionering na een ziekte beschreef de league -president Ban Johnson Perrine als de beste scheidsrechter van de competitie.,1
715,"Hoewel Howard de Caretaker Lodge van de begraafplaats al jaren als haar privéwoning had gebruikt, werd ze na 5 november 2005 uitgesloten door de CFB door het betreden van de begraafplaats te betreden.",1
716,Postoperatief had de patiënt een verbeterd neurologisch onderzoek en bleef hij dit doen met intense fysiotherapie.,0
717,"In zijn getuigenis van mei 2017 aan de House Intelligence Committee, verklaarde CIA -directeur John Brennan dat hij eind juli 2016 een groep ambtenaren van de CIA, NSA en FBI had bijeengeroepen om Russische interferentie te onderzoeken.",1
718,"Rainey's protÃ © gÃ ©, Bessie Smith was een andere kunstenaar die de blues gebruikte als een manier om zichzelf uit te drukken met lijnen als ""Als je twee vrouwen hand in hand ziet lopen, kijk ze gewoon over en probeer het te begrijpen: ze""Ik ga naar die partijen - heb het licht laag - alleen die partijen waar vrouwen kunnen gaan.",-1
719,De patiënt onderging opnieuw een craniotomie 18 dagen na de operatie omdat hij leed aan hemorragisch infarct en herhaling van acuut subduraal hematoom.,0
720,"Richard Browne (1771 - 11 januari 1824) was een vroege Australische veroordeelde vogelkunstenaar en illustrator die werd getransporteerd van zijn naïef Ierland naar wat toen de kolonie was van New South Wales, Australië",1
721,"Hij werd geboren in Jackson, Tennessee, waar zijn vader een supermarkt was en zijn moeder, Robbie, was een kunstenaar.",-1
722,De bovenstaande patiënt in hiv -positief;Hij heeft 4 maanden koorts en psychische stoornissen ontwikkeld en heeft al meer dan 5 maanden neutrofiele pleocytose gepresenteerd in analyse van CSF.,0
723,"Een ""rationele"" persoon zou zijn partner dumpen zodra hij een beter partnerschap vond.",-1
724,Piloot heeft gezegd dat het een zeer zwak AM -station was en hij verveelde zich snel van de klus en besloot om het spel te spelen voor de wedstrijden met zijn unieke gevoel voor humor.,1
725,"Biman Bagchi werd geboren op het nieuwe jaar van 1954 uit Binay K. Bagchi, een schooldirecteur en zijn huisvrouw / deel - Time -leraar vrouw, Abha, in Kolkata in de Indiase staat West -Bengalen.",1
726,Rangers -directeur bekritiseerde Mauricio zwaar voor zijn gedrag en zijn contract met de club werd kort daarna beëindigd.,1
727,"De auteur geeft enkele reflecties uit over de huidige staat van geestelijke gezondheidszorg in de regio Montreal, met betrekking tot de voornamelijk over de problemen bij de toepassing van het theoretische model dat ten grondslag ligt aan de bestaande diensten, die gemeenschapspsychiatrie zijn.",-1
728,"Geïntroduceerd op het postkantoor in zijn geboorteland Guthrie, toont het de auteur zoals hij verscheen in een foto uit 1948, met een achtergrondscène van een politieke rally die is ontworpen om de setting van alle mannen van de koning op te roepen.",-1
729,"In de kerkarchitectuur zijn sedilia (meervoud van het Latijnse ""sedä« le "","" stoel "") zitplaatsen, meestal gemaakt van steen, gevonden op de liturgische zuidkant van een altaar, vaak in het koor, voor gebruik tijdens de massa voor de officiërenen zijn assistenten, de diaken en sub - diaken.",1
730,"Met de zittende Republikeinse president sterk verzwakt door zijn falen om de Grote Depressie adequaat aan te pakken, droeg de gouverneur van New York gemakkelijk zijn thuisstaat te midden van een landelijke democratische aardverschuiving.",1
731,"Te midden van Covid-19 pandemie;We hebben een kind beheerd met HCOV die fatale pneumonie, hyperinflammatie en digitale gangreen na haploidentical SCT ontwikkelden en zijn ziekenhuiscursus leken sterk op dat van COVID-19.",1
732,Tijdens zijn meanderingen door de stad zoekt de kunstenaar geschikte afvalstoffen.,1
733,Op 30 maart 2009 verwondde een bewaker drie personen toen hij gisteren 12.00 uur buiten E - Mall per ongeluk zijn servicevuurwapen afvuurde.,1
734,"In de jaren 1970 begon producer Harry Rigby de rage van de Broadway Nostalgia met zijn opwekkingen van ""Nee, No, Nanette"" en ""Irene"".",1
735,"We hebben de patiënt geëvalueerd door haar best gecorrigeerde gezichtsscherpte (BCVA) te meten en door spleetlamp biomicroscopie, funduskleurfotografie en optische coherentietomografie (OCT) gedurende een periode van 10 jaar.",0
736,"De zanger is gekleed in een witte knop - omlaag shirt, zwarte broek en haar haar klaar in een pompadour.",-1
737,Een 42-jarige mannelijke patiënt met anamnesis van bronchiale astma presenteerde zich met inspannings dyspneu.,0
738,"De e -mail die aanvankelijk door de student is gepubliceerd, wordt beweerd nep te zijn, of een ""mashup"", hoewel in eerdere persberichten de professor zelf heeft bevestigd dat de e -mail geen hoax is.",-1
739,De piloot maakte zijn valuta -vlucht door een circuit rond de luchthaven te vliegen en terug te keren naar het Loganair -schort om de paramedicus op te halen.,1
740,"Dit artikel benadrukt een casusrapport, waarbij hypodontie, hypoplasie van onderkaak, stunderde permanente tandenwortels, microdontie, inversie van de tandknop werden waargenomen bij de 19 -jarige patiënt bij de diagnose van Langerhans -celhistiocytose op haar leeftijd van 3 jaar dat ze een combinatie had gekregenvan radiotherapie en chemotherapie gedurende een periode van 1 jaar en bestraling van 50 Gy werd gebruikt in het hoofd- en nekgebied.",0
741,"Aldus kan de chirurg de tumor veilig resecteren, met de wetenschap dat hij tot op dat moment geen neurologische functie heeft beschadigd, waardoor de tumorresectie wordt gemaximaliseerd en neurologische tekorten wordt geminimaliseerd.",1
742,Commandant officier betrokken bij de staatsgreep Ricardo Pardo Zancada erkende in zijn boek dat Armada MÃºgica beschouwde als minister van Volksgezondheid in de hypothetische regering die uit de staatsgreep tevoorschijn kwam.,1
743,"Een fan van Stanley Kubrick, hij is geïnspireerd door het documentaire onderzoek dat de regisseur heeft voorbereid op zijn films.",1
744,"Fine - Arts -fotograaf, Josephine Herrick, en haar collega, Mary Steers, hielpen het werk in Oak Ridge te documenteren.",-1
745,"Native -Amerikaanse zanger Bill Miller speelt ""Geronimo's Cadillac"" op zijn live -album ""Reservation Road"" uit 1992.",1
746,"De kunstenaar staat bekend om zijn religieuze composities uitgevoerd in het vroege Nederlandse idioom en een reeks portretten van beroemde mannen, die de invloed van het vroege Italiaanse renaissance -schilderij tonen.",1
747,"Schema's en roepborden werden door de evaluatie -sectie aangenomen om de identificatie van signalen te vergemakkelijken, maar in het algemeen vertrouwde de draadloze technicus op zijn eigen training en ervaring van verschillende organisaties.",1
748,Nog een 16 -jarige student had een zakmes in zijn handschoenenkastje.,-1
749,Zijn bewusteloosheid werd mogelijk veroorzaakt door de slaperigheid ontwikkeld na het verbruik van Khat en een benzodiazepine -inname door de patiënt zelf.,0
750,Fryzel is een voormalig directeur van het Illinois Department of Financial Institutions en was van 1992 tot zijn NCUA -benoeming van de Illinois Governor's Board of Credit Union Advisors.,1
751,"22 -jarige - Oude voormalige Santa Barbara City College -student Elliot Rodger stak drie mannen dood in zijn appartement en schoot vervolgens op UCSB -studenten en andere voetgangers, sloeg er verschillende, en sloeg ook zeven anderen met zijn BMW.",-1
752,"Zijn vriend was niet klaar met de verandering, de bakker greep zijn pet uit zijn hoofd en reed weg.",-1
753,De Amerikaanse auteur Thomas Wolfe (1900 - 1938) woonde tijdens zijn jeugd in het huis.,-1
754,"De student, bezorgd dat hij de test niet zonder hulp zal halen, neemt zijn toevlucht tot het kijken naar het examen van een aangrenzende studenten en voltooit het.",-1
755,"Een 66-jarige arts behandelde zichzelf voor een artrose-flare na steroïden met zes kurkuma-extractcapsules (538 mg) dagelijks, om te helpen met ontsteking.",1
756,"Misschien is de meest cruciale fout bij detectie opgetreden toen een technicus zijn apparatuur aanzette terwijl hij in het gebouw was in plaats van in frisse lucht zoals vereist, waardoor een niet -detecteren van gas.",1
757,"St. John van Matha, een jonge edelman, een inwoner van de Provence, en Doctor of Divinity, die de laatste tijd priester werd gewijd, nadat hij van de Heilige Hermit van CERFROID had gehoord, zocht hem uit en legde zichzelf onder zijn leiding.",1
758,"Meer specifiek hebben we de verzorger uitgenodigd om de volgende drie items te beoordelen: ""De patiënt ziet objecten of dieren, hoewel er niets is"", ""de patiënt heeft last van stemmen in zijn hoofd"", ""de patiënt verklaart dat hij een hoortStems hardop spreekt "".",0
759,"Toen de vloek uitkwam en het kind op haar zevende verjaardag in een zeemeermin veranderde, besefte Esther dat het leven van Cristina in hun bijgelovige vissersdorp zou worden bedreigd, waar veronderstelt dat zeemeerminnen ongelukkig zijn.",-1
760,"We hebben beoordeeld hoeveel de deelnemer voelde dat de virtuele agent hem had geholpen en, haar houding en persoonlijkheidskenmerken.",1
761,Op 27 oktober bracht het team hoofdcoach Martãn Vã¡squez uit zijn contract.,1
762,"In het publiek maakt wiscracking -fotograaf Clementine Benson (Fay McKenzie) en verslaggever ""Hack"" Hackett (Chick Chandler) de zanger en zijn toegewijde fans belachelijk.",1
763,In 1997 behandelde de Mexicaanse opnamekunstenaar Cristian Castro het nummer voor zijn Grammy - genomineerd album met dezelfde naam met de betrokkenheid van PÃ © Rez bij de productie en arrangement.,1
764,"Een student van fÃ © licitÃ © de Lamsnais, hij brak met zijn voormalige mentor maar bleef beïnvloed door verschillende van zijn ideeën.",-1
765,Op herhaald echocardiogram 3 maanden later had de patiënt volledig herstel van zijn ejectiefractie (60 - 65 %).,0
766,Het laat zien dat ze ook een goede vriend was van Anna Milder - Hauptmann en samen met haar en haar broer Joseph August in het theater woonde.,0
767,"De bestuurder van de goederentrein, die het ongeval overleefde, getuigde voor de rechtbank dat hij een groen licht zag van de handlantaarn van de dispatcher, wat hem aangeeft om door het station te gaan zonder te stoppen.",1
768,"Carl Malmsten (7 december 1888 - 13 augustus 1972) was een Zweedse meubelontwerper, architect en opvoeder die bekend stond om zijn toewijding aan traditioneel Zweeds vakmanschap (""SlÃ¶jd"") en zijn oppositie tegen functionalisme.",-1
769,"In zijn monografie over het huis gaf de Victoriaanse schrijver Sir William Cope de voorkeur aan deze theorie en voegde eraan toe dat de kist die te zien was niet het origineel was, dat groot genoeg was bewezen door ""een vrouw van comfortabele proporties"" die het hadden getest door erin te liggen door te liggen inHet, maar die was weggenomen door de weduwe van Sir Denzil Cope in 1812.",-1
770,"In zijn recensie voor Allmusic schreef redacteur Andy Kellman dat """" beter ""gevuld is met levendige nummers die goed zijn gemaakt, maar niet het minst gedekt lijken.",1
771,Hoewel hij zijn studio handhaafde in het tutzen van de kunstenaar die over de hele wereld werd tentoongesteld.,1
772,"De beroemde Libanese zangeres, Sabah, een van de grootste opname- en filmsterren van de 20e eeuw in de Arabische wereld, kreeg de bijnaam de ""Blackbird of the Valley"" bij de lancering van haar artistieke carrière vanwege haar prachtige stem.",-1
773,"Een aardwetenschapper en zijn metgezellen worden ontvoerd door de buitenaardse wezens en worden gedwongen het schip te repareren, en worden vervolgens naar Hydra gebracht voor genetisch onderzoek.",1
774,"Hoewel hij zijn vader overstuurde, had Domnall blijkbaar ten minste één overlevende kind, een zoon wiens naam niet is vastgelegd.",1
775,Een 42 -jarige vrouwelijke patiënt met reumatoïde artritis werd opgenomen in onze cardiologie -eenheid om de oorzaak van haar hartfalen te diagnosticeren en te vinden.,0
776,"De film vertelt het verhaal van Racing Driver en ondernemer Simon Dolan en de rest van zijn motorsportteam Jota Sport, na de hoogtepunten en dieptepunten die het team tegenkwam.",1
777,"In 1983, tijdens zijn laatste jaar als student aan het University College London, vormden Gervais en universitaire vriend Bill Macrae het New Wave Pop Duo Seona Dancing.",-1
778,De president van de Consultative Council was Abdul Aziz Abdul Ghani voorafgaand aan zijn dood in augustus 2011.,1
779,"Er worden geen credits getoond, maar in plaats daarvan kan de gebruiker doorgaan met zijn huidige team (met alle wijzigingen en subs) voor een nieuwe ronde van 11 wedstrijden.",0
780,"Een posttraumatische patiënt was tetraplegic en stomme (vergrendeld), maar hij behield bewustzijn en communiceerde door oogbewegingen.",0
781,De auteur beschrijft zijn ervaring in de afgelopen 20 jaar in het Pentagon -milieu dat een groter begrip bepleitst van het belang van menselijke prestaties en de grenzen ervan door de militaire technoloog.,-1
782,De 23 -jarige zanger won haar tweede opeenvolgende beste R & B -album op de Sama Awards en genomineerd voor de beste vrouwelijke vocalist van het jaar.,-1
783,De zangeres breidde haar punt verder over de controverse uit:,-1
784,"Een zesde agent, Vernon Billings, arriveerde toen en na 45 seconden schoot hij twee schoten op Juan Patricio.",-1
785,"De Britse historicus / televisieproducent Laurence Rees merkte op voor zijn serie uit 1997 """" dat elke persoon die werd geïnterviewd voor de serie die wist dat Ribbentrop een gepassioneerde haat voor hem uitte.",1
786,"Wanneer de beslissing om te vaccineren door elke boer op vrijwillige basis wordt genomen, vaccineert een boer om zijn eigen kudde te beschermen.",1
787,"De auteur geeft commentaar op de politieke en economische opties in de nasleep van de coronavirus -pandemie die begin 2020 begon, ze bezoekt de reacties op de crises van de Eerste Wereldoorlog, de grote crash van 1929 en de Tweede Wereldoorlog, die ze in sorteren in'pessimistisch' en 'optimistische' reacties en beschrijven hun respectieve gevolgen",1
788,De raceauto -bestuurder houdt een elektrische drukknop schakelaar vast met een vinger of een duim van zijn rechter- of linkerhand totdat hij een specifieke gewenste visuele keu ziet.,1
789,Het interview met de patiënt en zijn gezin is een heel belangrijk moment en moet worden geprogrammeerd vóór HSCT.,0
790,"McDonald vertrouwt om te helpen dat de schijnbaar onbeholpen Freya eigenlijk een top -geheim Britse agent zelf is, met behulp van een slimme mom.",1
791,"Hij vindt steen en vertelt hem dat Deckert de president en zijn opvolgers wil vermoorden, zodat hij zijn plaats kan innemen.",1
792,"De wervingsofficier nam hem en een paar andere minderjarige jongens, die weeskinderen waren, mee naar een advocaat die zichzelf hun voogd verklaarde en het papierwerk van de ouderlijke toestemming tekende.",1
793,"De manager van Nigeria, Thomas Dennerby, bracht zijn 20-man ploeg uit voor het toernooi op 6 mei.",1
794,"De Duitse Renaissance -kunstenaar Albrecht DÃ¼rer beeldde realistisch een haas af in zijn 1502 waterverfschilderij ""Young Hare"".",1
795,"Enola Gay ""Piloot en commandant officier van de 509e samengestelde groep, kolonel Paul Tibbets, zei in zijn Autobiography"" Flight of the Enola Gay ""dat hij niet kon begrijpen waarom Eatherly zich zo schuldig voelde.",1
796,"Daaropvolgende promoties voor Brackenbury omvatten zijn benoeming in 1860 bij assistent -instructeur in artillerie aan de Royal Military Academy, en zijn promotie van 1864 tot assistent -directeur van Artillery Studies aan Woolwich en promotie tot tweede kapitein.",-1
797,"In een gevierd artikel in de moderne tijd, de fantasie -auteur en filoloog [[J.R.R.Tolkien]] schreef in zijn essay ""over sprookjes"" dat de termen ""fantasie"" en ""betovering"" niet alleen verbonden zijn met ""... de tevredenheid van bepaalde oorspronkelijke menselijke verlangens ..."" maar ook ""...",-1
798,De auteur van dit boek bevestigt dat hij een groot aantal Srivaras heeft gezien in het jaar 1056 van de Hejira -lrb- 1646 a.,-1
799,Eindelijk op 16 juli kondigde de chef van de politie van Klagenfurt GÃ¶rgei aan dat zijn internering eindigde en hij kan terugkeren naar Hongarije.,1
800,"Zijn interpretatie van Jane Austen â € ™ s karakter en persoonlijkheid, evenals van haar fictie maakt indruk op de lezer met zijn lange en intieme kennismaking met de schrijver en haar werken.""",1
801,"Veteraan -chauffeur Kyle Petty eindigde als 32e, twee ronden naar beneden, in zijn 53e en laatste start bij Talladega.",1
802,"Zes dagen na chemotherapie vertoonde de patiënt een verminderd bewustzijn en bleek zijn serum -natriumconcentratie 125 mEq/L te zijn, maar er werd geen oedeem of uitdroging opgemerkt.",0
803,"Het is zeer waarschijnlijk dat de president aan een depressie leed, maar het van iedereen, zelfs zijn vrouw hield.",1
804,Brown werd bekritiseerd door Ken Schramm van Komo - TV voor het overwegen van een gebedsdienst voor de moordenaar van een politieagent tegelijkertijd met de dienst voor de officier zelf,1
805,"Virtue Hampton Whitted (22 februari 1922 - 17 januari 2007) was een Amerikaanse jazzzangeres en bassist die het best bekend staat om haar uitvoeringen in de jaren 1940 en 1950 als lid van de Hampton Family Band en The Hampton Sisters, een musical, een musicalGroep die ze tijdens de Tweede Wereldoorlog vormde met haar broers en zussen, Aletra, Carmalita en Dawn Hampton.",-1
806,"Sheldon, een old school -directeur, draagt zichzelf op een waardige manier, zwaait nooit of heft zijn stem rond het kantoor.",1
807,Na ontslag uit het ziekenhuis werd de patiënt begonnen met een glutenvrij dieet en haar hemoglobine bijna volledig genormaliseerd in de verdere follow-up periode.,0
808,"Hoewel het tapijt maakte als een kunstvorm afnam na de jaren 1970, bleef Preux tot zijn dood een actieve kunstenaar, in 2011 van een embolie.",1
809,"Dit kind, dat kaal lymfocyten syndroom had, heeft geen klinische manifestatie van de ziekte en hij leeft normaal thuis.",1
810,Country Music Star and Part - Time NASCAR -coureur Marty Robbins zou op de 18e plaats eindigen in zijn Dodge Magnum uit 1978.,1
811,"Hitnummers in Ghana zijn meestal liedjes waar je op kunt dansen (bijv. Hiplife en Azonto), dus dit maakte het erg moeilijk voor hiphopartiest zoals hij om een hitnummer te maken in Ghana.",1
812,Tijdens de follow-up had één patiënt een terugval van BKV-nefritis tijdens de zwangerschap en verloor haar transplantaat.,0
813,"De kunstenaar heeft het misschien financieel beter gedaan in zijn latere jaren, omdat hij in staat was om een huis in overschie te kopen voor 1.000 gulden, waarvan 600 door een hypotheek gedekt.",1
814,"Om de arts te helpen bij het maken van zijn keuzes voor de zorg voor een atriale fibrillatiepatiënt, stellen we specifieke tabellen en algoritmen voor, met graded aanbevelingen.",1
815,Al deze factoren kunnen de gezondheid van een zwangere kapper en haar nakomelingen beïnvloeden.,1
816,"De flappen overleefden en de patiënt had een 5 mm proximale fistel die gehecht was, en hij was in staat om per mond te eten.",0
817,"Een posttraumatische patiënt was tetraplegic en stomme (vergrendeld), maar hij behield bewustzijn en communiceerde door oogbewegingen.",0
818,We rapporteren een geval van meerdere familiale trichoepithelioom (MFT) bij een 55-jarige vrouwelijke patiënt en haar zoon die met klachten kwam van enkele zweren massa met de linker nasolabiale vouw en wang.,0
